,pVal,phase,peak.shape,period,diel
SAR92_K04773,0.197681111321163,12,16,24,NO
SAR92_K07712,0.197681111321163,4,4,24,NO
SAR92_K12256,0.197681111321163,16,4,24,NO
Other Alphaproteobacteria_K00249,0.198248216307536,16,4,24,NO
SAR92_K00764,0.198881083527846,4,8,24,NO
SAR324_K03705,0.198991553754711,16,12,24,NO
SAR116_K00242,0.199058807115543,4,16,24,NO
SAR92_K00627,0.199058807115543,12,8,24,NO
SAR92_K00831,0.199058807115543,4,8,24,NO
Roseobacter_K02992,0.199297271711921,24,12,24,NO
Crocosphaera_K03111,0.199880290844508,4,4,24,NO
SAR92_K00989,0.199880290844508,4,4,24,NO
SAR92_K00602,0.200122172990376,16,16,24,NO
Other Gammaproteobacteria_K00088,0.200230517481609,16,8,24,NO
High-light Pro_K02005,0.200797484096879,4,16,24,NO
SAR11_K01724,0.200797484096879,12,16,24,NO
Flavobacteriia_K02967,0.200876226691777,8,4,24,NO
Other Alphaproteobacteria_K03701,0.200876226691777,8,12,24,NO
High-light Pro_K09121,0.201929908547625,24,16,24,NO
Roseobacter_K00088,0.202615732589781,8,8,24,NO
Crocosphaera_K02003,0.202639277806296,16,4,24,NO
SAR11-like_K03217,0.202639277806296,20,20,24,NO
Firmicutes_K03553,0.20303666043036,12,8,24,NO
Crocosphaera_K00765,0.203810501933926,12,4,24,NO
OM60/NOR5_K05837,0.203810501933926,4,16,24,NO
SAR86_K00344,0.204852565856918,24,12,24,NO
SAR92_K01847,0.204852565856918,20,12,24,NO
Crocosphaera_K00974,0.205183965688037,16,4,24,NO
High-light Pro_K09966,0.205224664180464,8,16,24,NO
SAR11_K01638,0.205402718167579,16,4,24,NO
SAR86_K00175,0.205487730731677,12,8,24,NO
SAR86_K00031,0.205922903912631,16,4,24,NO
Flavobacteriia_K06187,0.205954438819458,8,12,24,NO
SAR116_K00817,0.205954438819458,4,12,24,NO
Crocosphaera_K02034,0.205998301498397,24,8,24,NO
Roseobacter_K01998,0.207225940569824,24,8,24,NO
SAR86_K01251,0.207819179643852,4,8,24,NO
SAR92_K02982,0.207968822814625,4,16,24,NO
Other Bacteroidetes_K04516,0.208166004053129,8,8,24,NO
Cyanothece_K00948,0.208668012926095,16,16,24,NO
SAR86_K00548,0.208668012926095,8,12,24,NO
Low-light Pro_K05936,0.209628204831756,4,8,24,NO
SAR324_K02879,0.209670999830039,16,12,24,NO
SAR92_K02314,0.209670999830039,4,12,24,NO
High-light Pro_K02316,0.209834709402803,8,12,24,NO
SAR11-like_--,0.209834709402803,4,4,24,NO
High-light Pro_K02501,0.210293334274209,16,12,24,NO
OM60/NOR5_--,0.21059875256677,24,12,24,NO
SAR92_K03892,0.21059875256677,24,12,24,NO
High-light Pro_K03106,0.210727875293625,4,8,24,NO
SAR11-like_K03521,0.210783161170112,8,8,24,NO
SAR116_K13892,0.21135903904259,16,8,24,NO
Other Alphaproteobacteria_K01453,0.211456293313816,16,16,24,NO
SAR86_K02492,0.21282557766863,8,16,24,NO
SAR11_K02916,0.213068740997716,20,16,24,NO
OM60/NOR5_K07277,0.213532791119916,4,4,24,NO
SAR11_K01652,0.213532791119916,16,20,24,NO
SAR11_K03046,0.213532791119916,8,4,24,NO
Flavobacteriia_K01251,0.213618826894283,16,16,24,NO
SAR116_K01897,0.214298596351227,16,16,24,NO
Flavobacteriia_K03925,0.214372704234391,20,8,24,NO
SAR11-like_K01958,0.214736461167288,24,12,24,NO
Other Alphaproteobacteria_K03210,0.214796476332295,24,16,24,NO
Other Bacteroidetes_--,0.215140161532371,4,16,24,NO
Flavobacteriia_K03686,0.215196169053279,4,16,24,NO
Other Gammaproteobacteria_K02876,0.216168542878044,4,16,24,NO
SAR324_K00184,0.216383081343442,4,4,24,NO
SAR86_K11085,0.216383081343442,8,20,24,NO
Other Gammaproteobacteria_K03286,0.217436592416336,16,12,24,NO
Flavobacteriia_K04079,0.21820155817361,12,8,24,NO
Other Alphaproteobacteria_K15512,0.21820155817361,8,8,24,NO
SAR11-like_K12574,0.21820155817361,8,8,24,NO
SAR92_K00647,0.218311131211901,16,8,24,NO
SAR92_K01682,0.218311131211901,8,12,24,NO
SAR324_K03040,0.218398706365539,12,12,24,NO
Flavobacteriia_K09014,0.218907576151254,12,12,24,NO
SAR116_K02863,0.219614835613329,20,16,24,NO
SAR92_K01652,0.219827026977788,24,12,24,NO
OM60/NOR5_K03040,0.220382777961225,4,12,24,NO
SAR86_K00830,0.220521260568086,24,20,24,NO
SAR116_K03518,0.22083295186983,12,12,24,NO
SAR11_K02258,0.221494429659997,16,8,24,NO
Other Gammaproteobacteria_K02198,0.222098099719563,24,8,24,NO
Roseobacter_K01736,0.222098099719563,12,20,24,NO
SAR92_K01409,0.222098099719563,8,16,24,NO
--_K18138,0.222728902583982,4,4,24,NO
--_K00978,0.222732401632079,4,8,24,NO
Other Gammaproteobacteria_K01669,0.222851526949553,8,12,24,NO
Other Gammaproteobacteria_K07040,0.222955200565053,8,4,24,NO
Crocosphaera_K00278,0.223213192950803,16,4,24,NO
Eukaryota_K03883,0.223213192950803,4,16,24,NO
SAR11_K00249,0.223325919613979,8,16,24,NO
Roseobacter_K02358,0.22411104853428,4,4,24,NO
Roseobacter_K02601,0.224244386873444,24,4,24,NO
SAR11-like_K02301,0.224676656550452,8,20,24,NO
SAR92_K06217,0.225751255355608,4,16,24,NO
SAR92_K01879,0.225839101253691,24,12,24,NO
High-light Pro_K01092,0.225994470965525,12,8,24,NO
Other Gammaproteobacteria_K03568,0.226198660164309,8,12,24,NO
SAR11_K01940,0.226198660164309,20,12,24,NO
SAR92_K01599,0.226198660164309,20,12,24,NO
SAR11-like_K01740,0.226456113259918,16,4,24,NO
SAR116_K01477,0.226456113259918,16,20,24,NO
SAR11-like_K03072,0.22802740464496,8,16,24,NO
High-light Pro_K08289,0.22803787799469,8,20,24,NO
Flavobacteriia_K00131,0.229135980047044,8,12,24,NO
Crocosphaera_K00020,0.230146258419478,4,12,24,NO
Other Gammaproteobacteria_K00958,0.230146258419478,4,16,24,NO
SAR92_K02391,0.230193499651536,4,4,24,NO
SAR11_K01998,0.230627963208024,8,16,24,NO
Crocosphaera_K02669,0.230640334324161,4,8,24,NO
Flavobacteriia_K03070,0.23131928220401,4,16,24,NO
--_K07405,0.231839015725117,4,20,24,NO
Crocosphaera_K01092,0.231839015725117,4,4,24,NO
SAR11_K02115,0.231839015725117,4,4,24,NO
SAR92_K08307,0.232253114976067,8,8,24,NO
Other Gammaproteobacteria_K02355,0.232361353903985,4,20,24,NO
Flavobacteriia_K02871,0.232967777588932,4,12,24,NO
SAR116_K02886,0.233160640983598,8,4,24,NO
SAR86_K01322,0.233160640983598,8,4,24,NO
SAR92_K00163,0.233160640983598,16,4,24,NO
SAR86_K07636,0.233878567205026,4,12,24,NO
--_K05343,0.233998613963078,12,12,24,NO
High-light Pro_K01956,0.233998613963078,8,12,24,NO
SAR92_K02343,0.233998613963078,24,12,24,NO
Other Gammaproteobacteria_K10924,0.234112412961371,24,20,24,NO
SAR86_K02986,0.234112412961371,4,4,24,NO
Flavobacteriia_K00347,0.234959555742966,4,20,24,NO
Marinimicrobia_K02897,0.235701903866239,12,8,24,NO
Other Gammaproteobacteria_K00241,0.235882601214317,20,12,24,NO
SAR92_K03076,0.235882601214317,4,8,24,NO
SAR11-like_K01805,0.236713261235763,20,16,24,NO
SAR86_K00600,0.23738728283004,4,16,24,NO
SAR11-like_K00830,0.237747181987381,8,8,24,NO
SAR92_K14445,0.238162961413533,4,12,24,NO
SAR11-like_K01885,0.238270165984388,4,16,24,NO
Roseobacter_K09710,0.23854851132375,8,8,24,NO
SAR92_K03704,0.238983333325824,4,16,24,NO
Actinobacteria_K02926,0.239498269485256,4,20,24,NO
Other Gammaproteobacteria_K02358,0.239865663296085,4,8,24,NO
SAR92_K02874,0.239865663296085,4,16,24,NO
Crocosphaera_K03644,0.24026184307869,4,16,24,NO
Roseobacter_K03111,0.24026184307869,16,8,24,NO
SAR11-like_K02982,0.240791616610258,8,4,24,NO
SAR92_K02563,0.241298329054138,8,20,24,NO
SAR11_K02108,0.241770943148687,8,16,24,NO
Marinimicrobia_K02275,0.241795458054917,16,8,24,NO
High-light Pro_K03589,0.241959476285102,4,4,24,NO
Other Alphaproteobacteria_K00600,0.242473570567134,12,8,24,NO
SAR116_K00297,0.243643992516431,16,8,24,NO
SAR92_K00349,0.243643992516431,8,16,24,NO
SAR11_K02899,0.243728902968314,4,12,24,NO
Other Gammaproteobacteria_K03545,0.243872102210616,24,16,24,NO
SAR11_K07793,0.243895552135374,24,16,24,NO
SAR11_K06883,0.24399646173308,4,12,24,NO
SAR86_K00348,0.24399646173308,12,12,24,NO
SAR86_K00859,0.24399646173308,20,4,24,NO
Euryarchaeota_K00333,0.246104921844441,4,16,24,NO
Firmicutes_K03686,0.246104921844441,16,8,24,NO
SAR92_K09903,0.246104921844441,4,8,24,NO
Other Gammaproteobacteria_K07481,0.246280908234266,4,20,24,NO
Crocosphaera_K07024,0.246699008866118,4,12,24,NO
High-light Pro_K07738,0.246699008866118,4,12,24,NO
SAR86_K00948,0.246699008866118,4,16,24,NO
SAR11_K02884,0.246828224259231,4,8,24,NO
SAR11_K03925,0.246983811836257,16,20,24,NO
Other Gammaproteobacteria_K07568,0.24789321394415,24,8,24,NO
Chloroflexi_K02112,0.248432294128088,4,16,24,NO
SAR86_K01426,0.248432294128088,4,8,24,NO
SAR11-like_K08300,0.249221964709996,4,8,24,NO
SAR116_K04754,0.249221964709996,8,20,24,NO
SAR116_K18229,0.24970982463286,16,20,24,NO
Flavobacteriia_K00632,0.24979315217956,16,8,24,NO
OM60/NOR5_K02864,0.250235304204291,4,4,24,NO
Other Alphaproteobacteria_K02935,0.250235304204291,4,4,24,NO
OM60/NOR5_K15987,0.250834728172897,4,4,24,NO
SAR92_K02939,0.250834728172897,4,16,24,NO
Roseobacter_K03089,0.251063119027076,12,8,24,NO
SAR11_K00615,0.251095283364722,16,20,24,NO
Roseobacter_K12256,0.252207416564849,4,16,24,NO
SAR92_K02453,0.253014915305525,4,12,24,NO
SAR11-like_K02035,0.253832819548257,4,4,24,NO
SAR86_K00257,0.255402423354053,8,12,24,NO
SAR92_K03168,0.255402423354053,8,12,24,NO
Other Alphaproteobacteria_K00927,0.255770555168373,16,16,24,NO
SAR11-like_K00989,0.255770555168373,24,12,24,NO
Other Gammaproteobacteria_K03495,0.25580466225898,8,20,24,NO
Roseobacter_K02034,0.255920573437812,24,8,24,NO
Other Alphaproteobacteria_K16845,0.256859663414596,16,4,24,NO
SAR92_K07566,0.256972436040409,12,12,24,NO
SAR11_K03527,0.256998924960091,4,8,24,NO
SAR86_K01720,0.256998924960091,4,16,24,NO
SAR86_K03495,0.256998924960091,4,8,24,NO
Crocosphaera_K02066,0.25733177926314,12,12,24,NO
SAR92_K00065,0.259044750408433,16,8,24,NO
SAR11-like_K01999,0.261907701817343,4,16,24,NO
SAR92_K01892,0.262070273713308,16,20,24,NO
SAR324_K01696,0.262896371273607,16,12,24,NO
SAR11-like_K11532,0.262898277389266,24,8,24,NO
Other Alphaproteobacteria_K02871,0.262908811718745,16,20,24,NO
SAR92_K15866,0.263381870387466,4,4,24,NO
SAR11_K02301,0.263407196306204,12,20,24,NO
Flavobacteriia_K02982,0.264117818146753,4,12,24,NO
SAR86_K07533,0.264117818146753,24,20,24,NO
SAR92_K03644,0.264117818146753,16,12,24,NO
Crocosphaera_K02337,0.264458811706318,16,4,24,NO
Other Bacteroidetes_K02470,0.264458811706318,12,20,24,NO
SAR92_K03426,0.264458811706318,16,4,24,NO
Eukaryota_K03881,0.264523938473841,12,8,24,NO
Roseobacter_K00162,0.26472920992839,16,4,24,NO
Marinimicrobia_K01939,0.264970077160727,4,4,24,NO
Crocosphaera_K07444,0.265060593917734,24,8,24,NO
SAR324_K03043,0.265060593917734,8,16,24,NO
Other Alphaproteobacteria_K03531,0.265537037028693,4,8,24,NO
SAR86_K12340,0.265613070607729,4,8,24,NO
SAR11_K01902,0.266109188316951,16,12,24,NO
OM60/NOR5_K02109,0.26625567423631,16,16,24,NO
Roseobacter_K00059,0.266335926247144,8,8,24,NO
SAR92_K04771,0.26732609141671,24,20,24,NO
Firmicutes_K02110,0.267546240678064,16,20,24,NO
Flavobacteriia_K00525,0.267546240678064,16,4,24,NO
SAR11-like_K03522,0.267546240678064,16,4,24,NO
SAR116_K00127,0.267546240678064,16,20,24,NO
SAR92_K05589,0.267546240678064,16,20,24,NO
Other Alphaproteobacteria_K13583,0.268109254504598,4,4,24,NO
SAR11-like_K03430,0.268296348637306,16,8,24,NO
Flavobacteriia_K02874,0.268964375438456,8,12,24,NO
Crocosphaera_K07657,0.269678743120782,24,12,24,NO
OM60/NOR5_K04752,0.269678743120782,20,12,24,NO
SAR86_K01682,0.269694933984331,24,20,24,NO
SUP05/ARCTIC96BD-19_K00161,0.269694933984331,4,4,24,NO
SAR11-like_K00847,0.269722540252006,16,8,24,NO
Crocosphaera_K03609,0.27114660262518,24,20,24,NO
Other Gammaproteobacteria_K03694,0.273163018391619,16,8,24,NO
Roseobacter_K02520,0.273163018391619,24,8,24,NO
Other Alphaproteobacteria_K04754,0.273749631981832,24,4,24,NO
Viruses_K00931,0.273940375144189,20,8,24,NO
--_K02557,0.274200614397656,8,16,24,NO
Flavobacteriia_K02988,0.274524471983129,8,12,24,NO
Other Alphaproteobacteria_K01740,0.274524471983129,24,12,24,NO
SAR92_K01000,0.274524471983129,20,12,24,NO
Crocosphaera_K00215,0.274783783722235,20,12,24,NO
Actinobacteria_K02274,0.275055222542528,16,4,24,NO
Crocosphaera_K03818,0.275055222542528,4,8,24,NO
Flavobacteriia_K02355,0.27612466154532,4,16,24,NO
SAR116_K01915,0.276301254093099,24,16,24,NO
High-light Pro_K06158,0.277408436487763,4,12,24,NO
Crocosphaera_K06960,0.277547946866178,24,16,24,NO
Other Alphaproteobacteria_K04100,0.277547946866178,16,16,24,NO
SAR11-like_K02001,0.277547946866178,16,16,24,NO
SAR92_K01633,0.277547946866178,16,16,24,NO
High-light Pro_K07222,0.2782309953911,8,20,24,NO
Other Alphaproteobacteria_K13766,0.278564408686941,20,8,24,NO
SAR86_K13896,0.279310126803667,16,16,24,NO
Euryarchaeota_K07192,0.279430296878444,4,12,24,NO
Eukaryota_K02710,0.281225657271132,4,12,24,NO
Euryarchaeota_K17734,0.281225657271132,16,12,24,NO
Marinimicrobia_K03043,0.281225657271132,16,12,24,NO
SAR92_K00766,0.281225657271132,4,12,24,NO
SAR11_K03111,0.281744719158051,24,16,24,NO
SAR86_K03183,0.28215174187799,8,8,24,NO
SAR324_K06195,0.282878550939359,12,8,24,NO
SAR116_K03553,0.282918840477034,4,16,24,NO
SAR116_K10943,0.282918840477034,24,16,24,NO
Roseobacter_K02622,0.282930084004278,4,20,24,NO
Roseobacter_K06016,0.282930084004278,20,16,24,NO
Flavobacteriia_K02945,0.28369216577253,4,16,24,NO
SAR92_K15724,0.283928080975495,16,4,24,NO
SAR11_K02056,0.283990833085995,8,12,24,NO
SAR324_K02926,0.283990833085995,8,12,24,NO
Crocosphaera_K08977,0.284362708918842,8,8,24,NO
High-light Pro_K00940,0.284539885388823,4,8,24,NO
SAR11_K00163,0.284539885388823,16,8,24,NO
SAR86_K02965,0.284977730122274,24,12,24,NO
--_K02836,0.285308680644913,12,16,24,NO
Other Alphaproteobacteria_K01939,0.285308680644913,4,8,24,NO
SAR92_K02622,0.285308680644913,4,8,24,NO
Crocosphaera_K01883,0.285731461801636,12,8,24,NO
--_K03530,0.286928225404372,8,16,24,NO
--_K02996,0.287118106376431,16,12,24,NO
SAR116_K02110,0.287397923382307,4,4,24,NO
SAR92_K01868,0.288535847072252,8,20,24,NO
Crocosphaera_K02012,0.288941510486553,12,12,24,NO
High-light Pro_K03070,0.288941510486553,24,12,24,NO
SAR11_K18382,0.288941510486553,16,16,24,NO
SAR92_K03527,0.288941510486553,16,8,24,NO
Verrucomicrobia_K00986,0.288941510486553,12,8,24,NO
--_K02030,0.290191859569285,16,12,24,NO
High-light Pro_K02077,0.290191859569285,12,16,24,NO
High-light Pro_K06217,0.290191859569285,4,12,24,NO
Crocosphaera_K07456,0.29182680135104,4,12,24,NO
OM60/NOR5_K03594,0.292674662562449,8,8,24,NO
SAR92_K01755,0.292674662562449,24,16,24,NO
Roseobacter_K01749,0.293197437209234,4,4,24,NO
Other Alphaproteobacteria_K00128,0.293464242385281,4,16,24,NO
Other Alphaproteobacteria_K00325,0.293464242385281,16,12,24,NO
Other Gammaproteobacteria_K00554,0.293464242385281,24,12,24,NO
Roseobacter_K02110,0.293464242385281,4,4,24,NO
SAR86_K04773,0.293464242385281,8,12,24,NO
Roseobacter_K09883,0.294603402917628,4,16,24,NO
Crocosphaera_K00773,0.295019025411074,24,8,24,NO
Crocosphaera_K04771,0.295299736184951,16,16,24,NO
SAR92_K02074,0.295299736184951,16,16,24,NO
Other Alphaproteobacteria_K01028,0.295365181348762,24,8,24,NO
SAR11-like_K09969,0.295498276382231,4,16,24,NO
Roseobacter_K08691,0.295771867810643,4,20,24,NO
Flavobacteriia_K03596,0.29593615686598,12,8,24,NO
Other Bacteroidetes_K04078,0.29593615686598,8,12,24,NO
SAR86_K18302,0.29593615686598,8,8,24,NO
High-light Pro_K00145,0.295970457172889,16,4,24,NO
SAR11-like_K00339,0.295990021867923,8,16,24,NO
Other Alphaproteobacteria_K01523,0.296130799626084,4,16,24,NO
SAR324_K02396,0.296386061974622,4,16,24,NO
SAR116_K04751,0.296637554157691,16,20,24,NO
SAR86_K06902,0.297372324461304,20,4,24,NO
Actinobacteria_K07250,0.297555196715645,8,16,24,NO
SAR92_K01955,0.297555196715645,4,8,24,NO
SAR11-like_K01808,0.298042290914985,8,12,24,NO
SAR11_K00795,0.299198809330418,16,4,24,NO
SAR11-like_K00549,0.299198809330418,16,12,24,NO
SAR86_K02982,0.299475856424834,4,8,24,NO
Crocosphaera_K06042,0.301889794501076,4,16,24,NO
SAR92_K04764,0.301889794501076,4,16,24,NO
SAR11_K02879,0.302449345356378,4,8,24,NO
SAR92_K02110,0.302449345356378,12,8,24,NO
Other Alphaproteobacteria_K03106,0.304172624975112,20,12,24,NO
SAR116_K18292,0.304172624975112,16,8,24,NO
SAR11_K00161,0.304631388367346,24,8,24,NO
Crocosphaera_K01703,0.304959790677384,4,4,24,NO
Other Gammaproteobacteria_K00140,0.304959790677384,4,4,24,NO
Roseobacter_K01626,0.30568787211955,4,16,24,NO
SAR86_K00632,0.30568787211955,4,8,24,NO
SAR11-like_K07793,0.306176335006437,16,4,24,NO
SAR324_K10439,0.306176335006437,16,4,24,NO
SAR92_K03526,0.306176335006437,24,20,24,NO
SAR92_K03531,0.306176335006437,16,20,24,NO
Verrucomicrobia_K00122,0.306176335006437,16,20,24,NO
Flavobacteriia_K01053,0.30623676345106,12,8,24,NO
SAR11_K00777,0.30623676345106,16,8,24,NO
SAR116_K16066,0.306304632509828,8,16,24,NO
Chloroflexi_K05578,0.307626542546176,16,12,24,NO
Marinimicrobia_K02469,0.307626542546176,24,8,24,NO
Other Alphaproteobacteria_K03564,0.307626542546176,4,12,24,NO
Other Alphaproteobacteria_K17316,0.307626542546176,16,4,24,NO
Roseobacter_K03168,0.307775948532056,4,4,24,NO
High-light Pro_K00088,0.30858467051309,12,12,24,NO
Firmicutes_K00150,0.309145550434556,8,20,24,NO
Roseobacter_K00962,0.309145550434556,4,4,24,NO
SAR92_K00097,0.309145550434556,4,4,24,NO
Other Gammaproteobacteria_K10912,0.309649461671897,16,4,24,NO
SAR92_K02037,0.31056890986938,24,16,24,NO
--_K00548,0.31207899445613,8,20,24,NO
Other Alphaproteobacteria_K15509,0.313251107690534,16,4,24,NO
Roseobacter_K01647,0.314462940521263,8,12,24,NO
SAR86_K12941,0.314752064104204,16,16,24,NO
Firmicutes_K07192,0.316425877207822,8,16,24,NO
SAR86_K02454,0.316425877207822,16,4,24,NO
SAR86_K07516,0.316425877207822,4,16,24,NO
SAR92_K03631,0.316899014125273,16,12,24,NO
Marinimicrobia_K00346,0.317556977160244,12,20,24,NO
SAR86_K01000,0.317712796596542,20,8,24,NO
Other Alphaproteobacteria_K03832,0.318910091905013,16,16,24,NO
--_K00146,0.319175057736947,8,4,24,NO
Other Alphaproteobacteria_K02274,0.320013732383945,8,12,24,NO
SAR92_K02419,0.320013732383945,24,12,24,NO
Synechococcus_K02871,0.320013732383945,12,12,24,NO
SAR11-like_K01448,0.320110267551831,4,4,24,NO
--_K03798,0.320235103083018,12,8,24,NO
SAR86_K06901,0.320235103083018,4,20,24,NO
SAR116_K00347,0.320729619720934,16,4,24,NO
SAR92_K18989,0.320729619720934,24,16,24,NO
SAR92_K12573,0.320984115465895,8,8,24,NO
SAR11-like_K03496,0.321559056351586,24,16,24,NO
High-light Pro_K02227,0.321799045952586,8,8,24,NO
Other Alphaproteobacteria_K02313,0.321799045952586,8,8,24,NO
SAR116_K13482,0.321799045952586,4,20,24,NO
Roseobacter_K10543,0.322071462086765,16,8,24,NO
SAR324_K04087,0.323594839613305,12,12,24,NO
SAR92_K07221,0.323885975555089,4,20,24,NO
Firmicutes_K03168,0.324681529284939,4,12,24,NO
Other Alphaproteobacteria_K00962,0.324681529284939,8,20,24,NO
--_K01255,0.325605583556073,4,16,24,NO
SAR116_K07119,0.325605583556073,16,8,24,NO
Other Bacteroidetes_K02111,0.327592960323698,24,4,24,NO
Crocosphaera_K00027,0.328110817983279,16,16,24,NO
Other Gammaproteobacteria_K06147,0.328110817983279,16,8,24,NO
Roseobacter_K02338,0.328110817983279,16,8,24,NO
Crocosphaera_K02434,0.328183534831958,24,8,24,NO
SAR92_K03589,0.328317537030193,24,12,24,NO
Crocosphaera_K03665,0.328636014648431,12,4,24,NO
Other Gammaproteobacteria_K02077,0.329761604350159,24,20,24,NO
SAR92_K00411,0.329770707051023,12,16,24,NO
SAR86_K02005,0.330299738044478,24,12,24,NO
SAR86_K01923,0.331265516767549,8,12,24,NO
Actinobacteria_K09014,0.331442794254801,8,12,24,NO
SAR11-like_K00077,0.331736771575295,24,4,24,NO
Crocosphaera_K02878,0.331948467785732,20,16,24,NO
Flavobacteriia_K00648,0.332695631939125,16,12,24,NO
SAR11-like_K09014,0.333468651031274,8,8,24,NO
SAR92_K02601,0.334711222767856,4,8,24,NO
SAR92_K02881,0.334711222767856,4,12,24,NO
Crocosphaera_K07053,0.334819789426205,4,16,24,NO
Low-light Pro_K06941,0.335195957008436,4,12,24,NO
Roseobacter_K00799,0.335195957008436,12,8,24,NO
SAR86_K02863,0.335195957008436,24,12,24,NO
Crocosphaera_K03723,0.33543394584524,12,16,24,NO
High-light Pro_K03465,0.33543394584524,12,16,24,NO
Verrucomicrobia_K02874,0.33543394584524,8,8,24,NO
--_K06919,0.336706771110307,16,20,24,NO
High-light Pro_K01749,0.336706771110307,12,4,24,NO
Roseobacter_K00050,0.336829837000063,16,8,24,NO
Roseobacter_K02897,0.337822394961262,4,12,24,NO
SAR116_K03320,0.337822394961262,16,12,24,NO
SUP05/ARCTIC96BD-19_K01937,0.337822394961262,16,12,24,NO
Actinobacteria_--,0.337930200883238,4,8,24,NO
Rivulariaceae_--,0.337930200883238,4,8,24,NO
Rivulariaceae_K07494,0.337930200883238,4,8,24,NO
SAR11_K01118,0.337930200883238,4,16,24,NO
Other Gammaproteobacteria_K03076,0.339454261127231,8,16,24,NO
Other Gammaproteobacteria_K01497,0.33969595110464,20,8,24,NO
Other Gammaproteobacteria_K02408,0.33969595110464,8,12,24,NO
SAR324_K02057,0.33969595110464,20,12,24,NO
Other Gammaproteobacteria_K04771,0.340023455398077,4,8,24,NO
SAR86_K17713,0.340023455398077,24,12,24,NO
Crocosphaera_K09690,0.341160648790049,4,16,24,NO
Other Bacteroidetes_K03628,0.341973276146729,4,12,24,NO
High-light Pro_K10206,0.342288221448639,16,16,24,NO
Marinimicrobia_K03628,0.3424319051749,16,16,24,NO
SAR92_K02916,0.3424319051749,4,16,24,NO
Other Alphaproteobacteria_K11959,0.34278067869749,20,20,24,NO
Crocosphaera_K03536,0.342871856125656,24,12,24,NO
Roseobacter_K01938,0.342871856125656,24,12,24,NO
SAR11_K04755,0.342871856125656,12,12,24,NO
SAR86_K02453,0.342871856125656,24,12,24,NO
SAR86_K03768,0.342871856125656,24,12,24,NO
SAR116_K01996,0.34358451341727,4,4,24,NO
Roseobacter_K01251,0.344225122327395,4,16,24,NO
Other Alphaproteobacteria_K04564,0.344786197423495,4,8,24,NO
SAR116_K01759,0.346365299406419,16,16,24,NO
Marinimicrobia_K07263,0.347193478232702,16,16,24,NO
SAR11-like_K00128,0.347193478232702,4,16,24,NO
Marinimicrobia_K02520,0.348891411936198,8,8,24,NO
SAR92_K02836,0.348891411936198,20,8,24,NO
SAR92_K01887,0.349427031617744,24,12,24,NO
Actinobacteria_K00962,0.349454150501384,12,20,24,NO
SAR11_K11688,0.34950068593947,4,8,24,NO
Eukaryota_K04079,0.349668940384103,8,12,24,NO
SAR86_K03641,0.349999136629068,4,8,24,NO
SAR92_K03797,0.349999136629068,20,8,24,NO
Crocosphaera_K03595,0.351538223124804,24,16,24,NO
Roseobacter_K02961,0.351538223124804,24,4,24,NO
Crocosphaera_K04094,0.352026641168981,12,8,24,NO
SAR11_K00134,0.352421571405512,16,20,24,NO
Other Gammaproteobacteria_K03530,0.352427155523026,4,20,24,NO
Other Bacteroidetes_K02358,0.352616916709117,4,16,24,NO
SAR11-like_K01474,0.353823901821475,16,8,24,NO
SAR86_K02909,0.353823901821475,8,12,24,NO
High-light Pro_K00936,0.354498342359526,24,12,24,NO
SAR92_K02492,0.354498342359526,8,4,24,NO
Marinimicrobia_K00348,0.355007565648413,20,8,24,NO
Other Alphaproteobacteria_K00798,0.355114568329526,12,16,24,NO
Marinimicrobia_K00324,0.355432255259245,4,20,24,NO
Other Alphaproteobacteria_K03704,0.355432255259245,4,4,24,NO
Other Gammaproteobacteria_K09969,0.355432255259245,8,20,24,NO
Roseobacter_K03628,0.355432255259245,4,20,24,NO
SAR92_K05788,0.355432255259245,4,20,24,NO
Flavobacteriia_K02913,0.35596506498923,4,20,24,NO
SAR11_K08309,0.356366244134371,16,20,24,NO
Crocosphaera_K01069,0.356459605649062,4,16,24,NO
High-light Pro_K19003,0.356459605649062,4,12,24,NO
OM60/NOR5_K13643,0.356459605649062,16,20,24,NO
Other Gammaproteobacteria_K00303,0.356459605649062,12,12,24,NO
Other Gammaproteobacteria_K01692,0.356459605649062,20,4,24,NO
SAR11-like_K07335,0.356459605649062,16,4,24,NO
--_K11731,0.356649017184328,8,20,24,NO
Other Gammaproteobacteria_K06134,0.356649017184328,24,16,24,NO
SAR86_K13821,0.356649017184328,8,20,24,NO
SAR92_K02003,0.359247404227883,16,4,24,NO
Crocosphaera_K06147,0.360527709317562,16,16,24,NO
Marinimicrobia_K03798,0.361240055135194,12,8,24,NO
Eukaryota_K05692,0.361476239604562,16,12,24,NO
SAR92_K01956,0.361476239604562,4,8,24,NO
Actinobacteria_K03925,0.362068072374898,4,8,24,NO
SAR11_K00567,0.362068072374898,4,16,24,NO
SAR116_K03530,0.362068072374898,4,8,24,NO
SAR324_K02864,0.362068072374898,12,16,24,NO
SAR92_K07287,0.362068072374898,4,8,24,NO
Flavobacteriia_K07277,0.362739824461606,12,12,24,NO
Crocosphaera_K14606,0.363345310096382,12,4,24,NO
SAR86_K00384,0.363345310096382,16,8,24,NO
High-light Pro_K01414,0.363864048847228,24,20,24,NO
High-light Pro_K02990,0.363864048847228,4,16,24,NO
Other Alphaproteobacteria_K07080,0.363864048847228,4,8,24,NO
High-light Pro_K03609,0.365336255562694,16,4,24,NO
